order_id,payment_method,payment_value,installments
705,cod,88031.34,1
706,credit_card,22719.0,3
707,bank_transfer,17547.11,3
708,cod,5405.29,1
709,credit_card,28090.51,12
712,credit_card,13869.67,1
713,paypal,56668.88,6
714,cod,3519.66,1
715,apple_pay,6891.57,1
717,credit_card,66018.6,1
718,credit_card,12467.6,6
719,cod,5023.5,1
720,credit_card,10856.15,12
724,credit_card,17054.43,1
725,paypal,82524.4,6
726,paypal,21675.75,1
728,credit_card,20894.23,6
729,credit_card,51480.16,1
731,bank_transfer,7507.48,3
732,apple_pay,7116.48,3
733,credit_card,12268.2,12
734,credit_card,36979.76,1
736,credit_card,12681.3,6
738,credit_card,54882.05,6
739,cod,11266.5,1
740,credit_card,3830.62,6
741,apple_pay,34968.52,1
742,credit_card,3661.0,1
743,credit_card,3620.65,12
744,credit_card,26490.08,3
747,credit_card,21406.26,3
748,paypal,3307.6,6
751,credit_card,8119.16,6
753,paypal,17957.55,6
754,credit_card,39948.72,1
756,credit_card,12024.83,1
757,credit_card,33401.76,6
758,paypal,3267.12,1
759,credit_card,1618.3,3
760,credit_card,18122.64,12
762,credit_card,11452.48,3
763,bank_transfer,6747.45,12
764,apple_pay,21982.66,3
765,credit_card,29731.89,1
766,credit_card,8203.31,3
768,cod,33570.81,1
769,bank_transfer,31745.88,3
770,credit_card,30119.76,3
771,credit_card,37714.56,12
772,apple_pay,8400.38,3
773,paypal,67407.15,3
774,credit_card,52895.44,6
775,credit_card,33103.32,6
779,paypal,4859.82,1
781,credit_card,39905.84,3
782,credit_card,26338.18,1
783,paypal,2051.34,3
784,cod,9750.17,1
786,bank_transfer,17345.2,6
787,paypal,14853.04,6
789,paypal,37034.64,6
790,credit_card,54926.88,3
791,credit_card,39140.15,3
792,credit_card,10995.1,1
793,cod,45066.87,1
794,paypal,23818.32,1
795,cod,23659.32,1
796,credit_card,16368.78,3
797,paypal,18645.4,3
798,credit_card,15713.68,1
799,credit_card,5413.55,3
802,credit_card,3528.65,1
803,credit_card,26635.74,1
805,bank_transfer,4026.47,3
806,credit_card,19290.54,12
807,credit_card,19023.8,3
808,paypal,36041.25,3
809,credit_card,9674.48,1
810,apple_pay,5523.12,1
811,paypal,4875.64,3
812,credit_card,16505.13,3
813,credit_card,29942.52,6
814,credit_card,64874.76,1
815,paypal,3294.43,3
816,paypal,11688.3,3
817,cod,15369.08,1
818,credit_card,40783.07,3
820,credit_card,5321.08,1
821,credit_card,18785.92,6
823,credit_card,90728.68,1
824,credit_card,25937.52,3
825,paypal,78171.31,6
826,apple_pay,19671.3,1
827,bank_transfer,41894.58,6
828,cod,44888.0,1
829,credit_card,12667.02,1
831,paypal,5935.65,6
832,credit_card,6916.64,3
833,paypal,16218.48,12
834,credit_card,28825.5,3
835,credit_card,29457.55,3
836,apple_pay,9466.38,3
838,paypal,5722.32,3
839,apple_pay,3335.31,1
840,cod,15629.3,1
841,credit_card,58870.21,12
842,bank_transfer,30542.75,3
845,apple_pay,17743.81,3
846,credit_card,28265.68,12
848,credit_card,23721.02,1
849,apple_pay,33688.05,3
850,credit_card,26920.46,6
851,credit_card,8471.96,1
852,credit_card,22628.12,1
853,cod,8509.69,1
854,credit_card,42824.32,3
859,credit_card,45142.65,3
860,paypal,17324.49,3
861,apple_pay,6218.72,1
862,apple_pay,15978.18,6
863,paypal,14722.38,3
864,cod,38666.88,1
865,credit_card,6591.72,3
866,apple_pay,2222.54,3
867,apple_pay,3297.39,3
868,cod,43198.61,1
869,credit_card,26421.6,12
870,credit_card,5272.91,1
871,credit_card,47650.32,6
872,bank_transfer,4798.25,6
873,cod,22502.08,1
874,credit_card,1088.4,1
875,credit_card,1063.65,3
876,credit_card,25295.65,1
877,cod,15390.56,1
878,credit_card,14998.56,3
879,paypal,3483.8,3
880,credit_card,27484.32,3
881,paypal,29424.78,3
882,credit_card,16356.03,1
883,credit_card,38575.84,3
885,credit_card,35020.6,3
888,cod,7845.02,1
889,credit_card,36471.12,1
890,credit_card,30695.3,3
891,credit_card,5503.27,3
896,credit_card,90544.16,12
897,paypal,7415.28,6
898,credit_card,8255.28,3
899,paypal,10291.38,12
900,credit_card,11319.96,3
901,credit_card,45229.68,1
902,bank_transfer,45217.24,12
903,credit_card,43729.4,3
904,credit_card,2597.31,1
905,credit_card,11130.56,3
906,cod,9025.14,1
907,cod,24904.14,1
908,credit_card,45168.56,1
909,credit_card,65366.16,1
910,credit_card,14402.24,1
911,credit_card,5529.25,6
913,credit_card,7199.16,3
915,credit_card,25514.58,1
916,cod,59723.16,1
917,paypal,51150.2,6
918,cod,3458.94,1
919,cod,1169.5,1
920,cod,15844.8,1
922,bank_transfer,38314.65,1
924,credit_card,7800.24,12
925,cod,35886.48,1
926,paypal,27863.7,1
929,bank_transfer,6539.48,3
930,apple_pay,12916.02,3
931,paypal,39295.56,3
932,credit_card,20468.43,6
934,credit_card,87552.0,12
935,credit_card,18188.76,6
936,bank_transfer,50879.92,6
937,apple_pay,26204.15,3
938,apple_pay,29355.68,12
939,credit_card,4967.63,6
940,credit_card,12922.25,3
941,cod,90684.56,1
942,paypal,15945.16,3
943,credit_card,65582.88,6
944,credit_card,18829.86,1
945,bank_transfer,52454.85,1
946,cod,4002.15,1
949,cod,26875.52,1
951,credit_card,16758.88,3
952,cod,11905.28,1
953,paypal,6619.55,3
955,paypal,43638.4,3
956,apple_pay,49151.25,1
957,credit_card,26724.9,3
958,credit_card,3819.42,3
959,apple_pay,42336.96,12
960,credit_card,6970.32,1
962,credit_card,15389.0,1
963,credit_card,5690.7,1
964,credit_card,9273.84,1
965,credit_card,24669.7,1
966,bank_transfer,65375.04,3
968,credit_card,59336.08,12
969,cod,15749.45,1
970,cod,5974.95,1
971,paypal,7907.13,3
972,credit_card,21785.98,1
973,credit_card,1539.0,3
974,paypal,3020.92,6
976,apple_pay,13421.96,6
977,cod,77642.04,1
978,paypal,57287.12,6
980,credit_card,3430.86,1
981,apple_pay,1113.23,1
982,credit_card,11108.2,1
983,credit_card,25268.44,1
984,credit_card,11262.03,1
986,credit_card,7450.93,1
987,paypal,7644.8,1
988,cod,7432.28,1
989,credit_card,11242.71,1
990,credit_card,76809.9,3
991,apple_pay,31686.24,12
992,paypal,7786.48,3
993,credit_card,28679.42,3
994,cod,13087.05,1
995,cod,7039.27,1
996,paypal,4223.49,3
997,credit_card,11303.1,6
998,credit_card,3734.08,3
999,cod,42512.82,1
1001,credit_card,2055.51,12
1002,credit_card,27297.28,6
1003,cod,86096.64,1
1004,apple_pay,5727.55,1
1005,credit_card,17210.79,6
1006,credit_card,12046.14,1
1010,credit_card,55981.68,6
1011,credit_card,89927.52,3
1016,credit_card,4487.08,3
1017,credit_card,58357.11,1
1018,credit_card,31516.59,3
1019,credit_card,3332.44,6
1020,credit_card,1592.63,12
1023,credit_card,62348.34,3
1024,credit_card,6114.7,1
1025,cod,16946.9,1
1026,credit_card,20937.6,3
1027,paypal,68094.6,1
1028,apple_pay,29569.4,1
1030,paypal,18760.45,6
1031,credit_card,15984.0,3
1032,paypal,4900.65,1
1033,credit_card,29934.48,1
1034,credit_card,37238.25,6
1035,apple_pay,15376.2,1
1036,credit_card,10652.8,3
1037,bank_transfer,25438.98,6
1039,cod,17940.05,1
1040,paypal,64163.04,1
1041,bank_transfer,55292.25,1
1042,credit_card,2723.34,3
1044,credit_card,6165.99,1
1046,bank_transfer,16161.6,3
1047,apple_pay,38198.7,3
1048,credit_card,1915.36,1
1049,bank_transfer,16073.54,1
1050,credit_card,19649.0,1
1051,cod,41969.92,1
1054,credit_card,67069.08,3
1055,apple_pay,6632.02,1
1056,credit_card,22347.24,1
1058,credit_card,15269.67,3
1060,credit_card,21665.52,1
1061,credit_card,36743.28,3
1062,credit_card,24615.72,6
1063,apple_pay,6148.87,1
1064,cod,54279.4,1
1065,credit_card,8413.62,1
1067,apple_pay,5292.76,1
1068,apple_pay,2758.16,12
1070,cod,11830.38,1
1071,cod,66879.48,1
1073,credit_card,32196.95,3
1074,cod,54421.71,1
1075,credit_card,11835.84,3
1076,credit_card,23280.48,3
1077,paypal,71249.71,3
1078,cod,7467.46,1
1079,cod,32658.75,1
1081,credit_card,25264.56,3
1082,paypal,9737.8,6
1083,credit_card,7573.28,6
1084,credit_card,10405.88,6
1085,paypal,7799.9,1
1087,credit_card,9779.12,3
1088,cod,25641.8,1
1089,credit_card,30279.04,3
1090,cod,20126.67,1
1091,credit_card,91274.04,3
1092,apple_pay,31432.7,3
1093,credit_card,5630.22,3
1094,apple_pay,10704.87,3
1096,credit_card,3406.55,12
1097,credit_card,41165.92,6
1098,cod,21491.94,1
1099,credit_card,5232.81,3
1101,credit_card,35070.96,6
1102,credit_card,61426.15,3
1103,credit_card,50195.9,3
1104,cod,16845.21,1
1105,paypal,83688.16,1
1107,credit_card,79162.56,6
1108,credit_card,31593.66,1
1109,credit_card,90697.2,1
1110,paypal,33861.9,3
1111,credit_card,11082.76,1
1112,credit_card,27330.56,3
1113,cod,45508.14,1
1114,paypal,33604.18,1
1115,credit_card,23499.0,1
1117,apple_pay,6738.84,6
1119,bank_transfer,9042.41,3
1122,cod,11801.24,1
1125,cod,67661.02,1
1126,credit_card,17446.82,1
1127,credit_card,7940.78,3
1129,credit_card,90931.96,6
1132,credit_card,8102.04,6
1133,apple_pay,1171.15,1
1134,paypal,79215.2,1
1135,paypal,101145.2,6
1136,credit_card,12096.25,6
1138,credit_card,7623.48,12
1139,credit_card,6598.74,1
1140,credit_card,58120.5,1
1141,paypal,31544.4,1
1142,credit_card,18572.22,3
1146,apple_pay,46495.92,3
1147,paypal,26332.16,3
1149,credit_card,6063.13,6
1150,credit_card,5265.51,6
1151,credit_card,36783.72,3
1153,cod,19912.12,1
1154,credit_card,24490.44,3
1155,credit_card,6674.8,3
1156,credit_card,14477.85,12
1157,credit_card,16498.95,12
1158,cod,3261.25,1
1160,credit_card,29348.1,1
1162,cod,36148.48,1
1164,credit_card,11352.57,12
1165,credit_card,54771.5,6
1166,credit_card,43547.84,6
1167,credit_card,9417.9,12
1168,apple_pay,1748.98,3
1169,credit_card,1766.6,6
1170,cod,31201.68,1
1171,credit_card,11221.22,6
1172,bank_transfer,1802.4,1
1173,credit_card,8991.85,1
1174,credit_card,28123.3,3
1175,paypal,7306.38,3
1176,paypal,7953.33,1
1177,credit_card,40897.92,3
1178,credit_card,15598.04,3
1180,credit_card,36800.22,1
1181,credit_card,10244.56,6
1182,credit_card,68227.7,1
1183,credit_card,11493.87,3
1184,credit_card,15786.36,3
1185,cod,76732.04,1
1186,apple_pay,14222.75,3
1188,credit_card,5859.55,1
1190,paypal,90828.96,3
1191,credit_card,87290.08,1
1192,cod,20072.92,1
1194,apple_pay,36465.15,3
1195,credit_card,44868.8,3
1197,credit_card,39114.68,3
1198,credit_card,34359.45,3
1199,credit_card,40082.6,6
1200,paypal,65465.7,3
1201,credit_card,6350.56,1
1202,cod,55153.5,1
1203,paypal,39270.84,3
1204,credit_card,22434.0,1
1206,credit_card,15186.45,3
1208,bank_transfer,63719.95,3
1209,apple_pay,36828.18,3
1211,apple_pay,6426.6,3
1213,cod,102378.96,1
1214,paypal,88735.68,12
1217,credit_card,1396.39,1
1218,apple_pay,5361.72,3
1219,cod,5345.7,1
1221,credit_card,19379.44,3
1223,credit_card,3587.1,3
1224,cod,8920.65,1
1225,credit_card,7910.19,1
1226,credit_card,4663.28,3
1227,credit_card,20443.35,12
1228,credit_card,16981.8,3
1232,cod,32624.88,1
1233,credit_card,8411.93,6
1234,credit_card,21768.88,3
1235,credit_card,2307.74,3
1237,credit_card,20230.45,1
1238,cod,37186.11,1
1239,credit_card,7421.6,6
1241,credit_card,8937.21,1
1242,credit_card,10781.17,1
1243,credit_card,23301.6,6
1244,credit_card,6279.5,6
1246,credit_card,15301.56,12
1247,credit_card,15738.0,3
1248,bank_transfer,11550.93,3
1251,credit_card,60850.44,3
1252,credit_card,18883.38,6
1253,apple_pay,21310.64,1
1254,credit_card,13277.91,6
1255,cod,15765.42,1
1256,credit_card,48810.6,1
1257,apple_pay,22153.8,3
1258,cod,10479.4,1
1260,credit_card,28675.8,6
1261,apple_pay,77810.4,3
1262,credit_card,75556.39,1
1263,cod,88192.72,1
1264,credit_card,16681.76,6
1265,paypal,12069.84,6
1266,credit_card,9681.75,1
1267,credit_card,23950.26,1
1268,credit_card,27407.9,6
1271,paypal,78363.2,1
1272,credit_card,18859.75,3
1273,credit_card,2664.98,3
1274,credit_card,7824.12,6
1275,paypal,59977.68,3
1276,credit_card,57810.27,3
1277,cod,8161.04,1
1278,paypal,10232.01,12
1279,credit_card,30936.64,1
1280,credit_card,10538.4,6
1281,cod,26462.04,1
1283,credit_card,10129.68,3
1284,cod,27043.28,1
1285,credit_card,33445.75,1
1287,credit_card,12701.62,3
1288,credit_card,88131.2,6
1290,credit_card,3403.01,1
1291,cod,42418.81,1
1292,credit_card,28554.45,1
1293,credit_card,65635.99,6
1294,paypal,7376.34,12
1297,credit_card,8846.1,6
1298,credit_card,84051.76,1
1299,paypal,11624.16,3
1301,credit_card,31043.36,1
1302,credit_card,7299.12,3
1303,credit_card,3561.73,1
1304,credit_card,2332.1,6
1305,apple_pay,26240.48,3
1307,cod,19404.7,1
1308,credit_card,8891.52,3
1309,credit_card,7342.12,3
1310,apple_pay,56470.56,3
1311,apple_pay,24288.48,6
1312,bank_transfer,15760.28,6
1313,credit_card,21691.32,3
1314,credit_card,84396.62,1
1315,credit_card,34209.75,1
1316,paypal,75608.64,12
1317,credit_card,22626.66,3
1318,cod,16418.55,1
1319,credit_card,27215.4,3
1320,cod,15760.38,1
1321,cod,12380.25,1
