review_id,order_id,product_id,customer_id,review_date,rating,review_title
REV-0000095,520,1870,26362,2012-07-20,4,Works well
REV-0000097,536,475,31424,2012-08-07,5,Highly recommend
REV-0000099,544,691,114480,2012-08-10,4,Happy with purchase
REV-0000100,546,826,103557,2012-07-21,5,Excellent product!
REV-0000101,554,635,84339,2012-08-08,5,Very satisfied
REV-0000102,564,676,122606,2012-07-28,4,Works well
REV-0000103,566,532,125561,2012-08-03,3,"Decent, nothing special"
REV-0000106,581,573,140470,2012-07-23,3,Average product
REV-0000107,583,936,140985,2012-08-05,4,Good overall
REV-0000108,589,559,138524,2012-08-05,1,Very disappointed
REV-0000109,590,604,138919,2012-07-17,4,Solid choice
REV-0000110,593,769,139497,2012-07-17,1,Very disappointed
REV-0000111,593,770,139497,2012-08-10,1,Poor quality
REV-0000113,598,739,152585,2012-07-26,4,Works well
REV-0000114,598,740,152585,2012-07-26,5,Excellent product!
REV-0000115,602,740,148064,2012-07-24,5,Excellent product!
REV-0000117,612,596,12964,2012-08-02,5,Great quality
REV-0000118,614,635,12014,2012-07-24,5,Great quality
REV-0000119,616,964,16744,2012-07-20,4,Works well
REV-0000121,618,726,2820,2012-07-15,4,Solid choice
REV-0000122,619,725,2816,2012-08-02,4,Happy with purchase
REV-0000123,635,989,98219,2012-08-02,4,Good overall
REV-0000124,642,826,28150,2012-07-19,4,Solid choice
REV-0000125,649,604,29562,2012-07-31,4,Good overall
REV-0000128,664,396,103231,2012-07-26,4,Happy with purchase
REV-0000130,667,488,89740,2012-07-28,1,Poor quality
REV-0000131,673,574,85748,2012-07-18,5,Excellent product!
REV-0000132,679,915,124253,2012-08-10,4,Happy with purchase
REV-0000134,696,573,87236,2012-07-31,1,Poor quality
REV-0000135,706,467,132864,2012-07-18,5,Very satisfied
REV-0000136,708,726,133746,2012-07-26,5,Highly recommend
REV-0000138,725,676,59887,2012-07-20,5,Highly recommend
REV-0000139,726,2054,59914,2012-07-25,5,Highly recommend
REV-0000140,738,443,42818,2012-07-19,3,"Decent, nothing special"
REV-0000142,756,725,896,2012-07-30,4,Happy with purchase
REV-0000143,756,726,896,2012-08-13,5,Highly recommend
REV-0000144,757,1486,1017,2012-07-24,5,Very satisfied
REV-0000145,764,396,7244,2012-07-24,5,Excellent product!
REV-0000146,766,2252,8069,2012-08-02,5,Highly recommend
REV-0000147,766,2253,8069,2012-08-19,5,Highly recommend
REV-0000148,769,990,4445,2012-08-11,5,Great quality
REV-0000150,781,596,67805,2012-08-08,5,Great quality
REV-0000151,786,725,68613,2012-08-10,2,Below expectations
REV-0000152,787,768,68621,2012-08-08,5,Highly recommend
REV-0000153,793,1432,60157,2012-08-12,4,Works well
REV-0000154,794,2263,60409,2012-08-15,2,Would not reorder
REV-0000155,811,785,72622,2012-07-29,3,"Decent, nothing special"
REV-0000156,820,1862,20661,2012-07-14,5,Highly recommend
REV-0000158,824,2064,19374,2012-08-13,1,Would not recommend
REV-0000159,832,1085,72925,2012-07-27,3,Mixed feelings
REV-0000160,836,1229,98692,2012-07-30,4,Happy with purchase
REV-0000161,838,1112,45846,2012-07-29,5,Excellent product!
REV-0000162,842,2352,46207,2012-07-30,4,Good overall
REV-0000163,851,2254,27725,2012-07-21,4,Happy with purchase
REV-0000166,869,2353,36514,2012-07-15,4,Happy with purchase
REV-0000167,871,604,29627,2012-07-29,4,Solid choice
REV-0000168,878,1909,32554,2012-07-18,5,Very satisfied
REV-0000169,889,1131,114221,2012-07-22,3,"Decent, nothing special"
REV-0000170,907,1215,118362,2012-07-18,4,Good overall
REV-0000171,909,967,118794,2012-08-01,4,Works well
REV-0000173,920,2353,121790,2012-07-31,2,Below expectations
REV-0000176,931,2022,95005,2012-08-14,5,Excellent product!
REV-0000177,932,2112,95003,2012-07-24,4,Solid choice
REV-0000178,938,1425,100710,2012-08-06,5,Very satisfied
REV-0000179,943,2295,93100,2012-08-09,4,Works well
REV-0000180,951,606,127310,2012-08-05,4,Good overall
REV-0000181,952,1173,124848,2012-08-16,4,Solid choice
REV-0000182,958,1227,128857,2012-07-31,3,"Decent, nothing special"
REV-0000183,962,964,129764,2012-08-05,4,Works well
REV-0000184,972,396,109260,2012-08-07,1,Would not recommend
REV-0000185,974,2251,107487,2012-07-15,5,Great quality
REV-0000186,984,671,155045,2012-08-15,3,Mixed feelings
REV-0000188,986,2373,154444,2012-08-03,5,Great quality
REV-0000189,988,573,144324,2012-07-19,4,Solid choice
REV-0000190,997,976,140647,2012-07-28,4,Works well
REV-0000191,1006,981,141442,2012-08-04,4,Good overall
REV-0000194,1023,609,136109,2012-08-01,1,Not as described
REV-0000195,1041,467,56143,2012-08-06,5,Great quality
REV-0000198,1062,604,15438,2012-08-13,5,Very satisfied
REV-0000199,1079,1143,44041,2012-08-14,3,"Decent, nothing special"
REV-0000200,1092,604,51389,2012-07-26,4,Solid choice
REV-0000201,1096,992,52078,2012-07-21,4,Works well
REV-0000202,1097,1966,60635,2012-07-24,5,Highly recommend
REV-0000204,1104,2332,63551,2012-08-09,4,Works well
REV-0000205,1108,2047,53856,2012-07-24,4,Happy with purchase
REV-0000206,1113,729,55492,2012-08-13,4,Good overall
REV-0000209,1129,475,71673,2012-08-08,4,Works well
REV-0000211,1146,2016,25558,2012-07-17,3,Average product
REV-0000212,1149,604,25819,2012-08-18,5,Great quality
REV-0000213,1158,1490,27756,2012-08-17,5,Very satisfied
REV-0000214,1168,2205,23881,2012-07-27,3,Mixed feelings
REV-0000215,1171,671,29120,2012-08-16,4,Solid choice
REV-0000216,1174,1436,29407,2012-07-19,2,Some issues
REV-0000217,1182,484,113518,2012-08-08,4,Works well
REV-0000219,1200,574,32737,2012-07-29,4,Works well
REV-0000220,1201,1057,84456,2012-08-11,1,Poor quality
REV-0000221,1201,1058,84456,2012-07-24,3,Average product
REV-0000222,1203,1201,111579,2012-08-06,3,Mixed feelings
REV-0000223,1208,600,115881,2012-08-07,5,Very satisfied
REV-0000225,1211,2254,103179,2012-08-18,4,Solid choice
REV-0000227,1213,826,103495,2012-07-26,1,Very disappointed
REV-0000229,1218,725,105373,2012-08-06,4,Solid choice
REV-0000230,1225,758,156887,2012-08-15,4,Good overall
REV-0000232,1234,574,121683,2012-07-27,3,"Decent, nothing special"
REV-0000233,1238,475,109437,2012-08-11,4,Works well
REV-0000235,1241,767,83599,2012-07-18,5,Excellent product!
REV-0000237,1251,635,81902,2012-08-07,4,Solid choice
REV-0000238,1258,1062,80954,2012-08-11,5,Excellent product!
REV-0000239,1260,691,112711,2012-08-07,4,Good overall
REV-0000241,1271,676,127796,2012-08-07,5,Very satisfied
REV-0000242,1274,725,128762,2012-07-29,4,Happy with purchase
REV-0000243,1277,976,129332,2012-07-24,4,Happy with purchase
REV-0000244,1279,559,130217,2012-07-17,4,Good overall
REV-0000245,1287,475,107304,2012-08-03,2,Some issues
REV-0000246,1291,533,107788,2012-07-22,5,Very satisfied
REV-0000247,1293,600,107967,2012-08-11,5,Excellent product!
REV-0000251,1307,1203,143102,2012-07-27,2,Would not reorder
REV-0000252,1325,1352,140818,2012-08-09,5,Great quality
REV-0000253,1333,729,137635,2012-08-04,5,Highly recommend
REV-0000254,1337,1201,141296,2012-08-04,4,Solid choice
REV-0000255,1341,604,139360,2012-07-26,5,Very satisfied
REV-0000256,1345,604,134192,2012-08-15,5,Excellent product!
REV-0000257,1347,609,134938,2012-07-28,5,Excellent product!
REV-0000258,1352,1182,136997,2012-08-10,4,Happy with purchase
REV-0000259,1355,691,147283,2012-08-01,4,Good overall
REV-0000261,1364,2277,149239,2012-08-02,4,Good overall
REV-0000264,1380,2331,57252,2012-07-19,4,Good overall
REV-0000266,1392,2388,43166,2012-08-06,5,Very satisfied
REV-0000267,1400,2091,14545,2012-07-22,4,Happy with purchase
REV-0000268,1405,2371,10441,2012-07-24,4,Works well
REV-0000269,1407,954,1415,2012-08-05,3,"Decent, nothing special"
REV-0000270,1420,1974,1132,2012-07-23,5,Highly recommend
REV-0000271,1424,550,7310,2012-08-10,4,Works well
REV-0000272,1426,992,3570,2012-08-07,5,Excellent product!
REV-0000273,1430,510,7830,2012-08-01,4,Good overall
REV-0000274,1433,726,65206,2012-08-17,4,Happy with purchase
REV-0000275,1442,2343,68104,2012-07-31,4,Good overall
REV-0000277,1450,512,50263,2012-08-06,5,Excellent product!
REV-0000278,1456,1203,62047,2012-08-02,5,Excellent product!
REV-0000279,1457,495,62366,2012-08-09,5,Excellent product!
REV-0000281,1471,768,61542,2012-07-22,3,"Decent, nothing special"
REV-0000282,1477,1232,21751,2012-08-07,3,Mixed feelings
REV-0000283,1481,2373,19073,2012-08-15,5,Very satisfied
REV-0000285,1492,1005,45494,2012-08-03,4,Happy with purchase
REV-0000286,1504,2255,25636,2012-08-10,5,Very satisfied
REV-0000287,1505,2254,25636,2012-08-18,4,Solid choice
REV-0000288,1510,1017,27947,2012-08-04,5,Highly recommend
REV-0000289,1512,1203,28208,2012-07-31,3,"Decent, nothing special"
REV-0000290,1512,1230,28208,2012-07-16,5,Very satisfied
REV-0000291,1532,1086,29525,2012-07-27,5,Great quality
REV-0000292,1533,1085,29525,2012-08-07,4,Works well
REV-0000293,1548,2145,115787,2012-07-29,4,Good overall
REV-0000294,1549,2149,114487,2012-08-02,4,Solid choice
REV-0000295,1554,426,106097,2012-08-14,4,Solid choice
REV-0000296,1559,396,105286,2012-07-27,5,Very satisfied
REV-0000297,1571,739,156306,2012-08-03,4,Solid choice
REV-0000298,1572,1086,157000,2012-07-20,5,Great quality
REV-0000299,1574,609,117562,2012-08-10,3,"Decent, nothing special"
REV-0000300,1583,635,118458,2012-08-01,4,Works well
REV-0000301,1585,559,119627,2012-08-13,5,Excellent product!
REV-0000302,1587,1213,47217,2012-07-20,5,Very satisfied
REV-0000303,1588,573,47382,2012-07-19,2,Below expectations
REV-0000304,1604,992,100161,2012-07-16,5,Very satisfied
REV-0000305,1605,826,100506,2012-08-06,3,Mixed feelings
REV-0000306,1613,1041,127309,2012-07-29,1,Poor quality
REV-0000307,1628,2359,107059,2012-07-17,5,Very satisfied
REV-0000308,1629,966,107273,2012-07-21,5,Great quality
REV-0000309,1652,1148,145220,2012-07-31,4,Happy with purchase
REV-0000310,1658,967,139891,2012-08-05,5,Very satisfied
REV-0000311,1666,786,139650,2012-07-24,2,Some issues
REV-0000312,1678,2359,141491,2012-07-21,4,Solid choice
REV-0000313,1679,936,141498,2012-07-21,4,Happy with purchase
REV-0000314,1680,2016,141777,2012-07-30,5,Highly recommend
REV-0000315,1684,2053,133289,2012-07-27,3,Mixed feelings
REV-0000317,1702,2241,137517,2012-08-14,5,Excellent product!
REV-0000318,1704,604,147577,2012-08-09,4,Good overall
REV-0000319,1705,382,148518,2012-08-05,1,Would not recommend
REV-0000320,1706,1916,148579,2012-07-25,4,Works well
REV-0000321,1711,726,149753,2012-08-05,3,Mixed feelings
REV-0000322,1714,785,150270,2012-08-14,4,Happy with purchase
REV-0000323,1719,691,147902,2012-07-21,4,Works well
REV-0000324,1720,1000,148333,2012-08-12,2,Below expectations
REV-0000325,1734,2373,41073,2012-07-25,4,Solid choice
REV-0000326,1735,1191,42051,2012-07-31,5,Great quality
REV-0000328,1742,770,12964,2012-07-31,5,Excellent product!
REV-0000330,1747,1934,13246,2012-08-17,4,Solid choice
REV-0000331,1763,2400,1238,2012-08-07,5,Great quality
REV-0000332,1767,992,7014,2012-08-07,4,Solid choice
REV-0000333,1769,2331,44086,2012-07-26,4,Happy with purchase
REV-0000334,1771,2071,65506,2012-07-30,2,Below expectations
REV-0000335,1780,512,50755,2012-08-04,5,Very satisfied
REV-0000336,1783,574,51973,2012-08-09,3,Average product
REV-0000337,1787,647,62199,2012-07-20,4,Solid choice
REV-0000339,1808,910,74677,2012-08-16,5,Highly recommend
REV-0000340,1814,976,46700,2012-08-03,2,Some issues
REV-0000341,1817,757,77913,2012-08-08,5,Great quality
REV-0000342,1817,758,77913,2012-08-11,5,Excellent product!
REV-0000344,1826,1062,26501,2012-08-08,5,Great quality
REV-0000348,1854,2083,85335,2012-08-03,5,Excellent product!
REV-0000349,1863,2400,90406,2012-07-30,2,Below expectations
REV-0000350,1872,1000,117892,2012-08-13,5,Very satisfied
REV-0000351,1875,1436,118075,2012-07-31,4,Solid choice
REV-0000352,1893,915,109458,2012-08-04,4,Solid choice
REV-0000355,1899,964,94589,2012-07-22,5,Highly recommend
REV-0000356,1903,676,100125,2012-08-07,4,Solid choice
REV-0000357,1919,671,128291,2012-08-12,5,Very satisfied
REV-0000358,1920,2056,128832,2012-08-19,4,Happy with purchase
REV-0000359,1924,702,129708,2012-07-26,4,Happy with purchase
REV-0000361,1950,1000,154097,2012-07-21,5,Very satisfied
REV-0000362,1966,2046,140237,2012-08-11,5,Very satisfied
REV-0000363,1971,739,137871,2012-08-07,4,Happy with purchase
REV-0000366,1993,725,141697,2012-08-05,4,Works well
REV-0000367,1993,795,141697,2012-07-31,4,Solid choice
REV-0000370,2018,1859,148819,2012-08-13,4,Solid choice
REV-0000371,2028,786,150259,2012-08-06,3,Average product
REV-0000372,2035,559,148030,2012-08-11,2,Would not reorder
REV-0000373,2036,2352,58586,2012-08-12,5,Very satisfied
REV-0000376,2063,1765,9999,2012-08-14,5,Great quality
REV-0000377,2087,964,39489,2012-07-21,4,Works well
REV-0000379,2097,2400,62092,2012-08-06,5,Highly recommend
REV-0000380,2105,769,54463,2012-08-13,5,Very satisfied
REV-0000381,2106,770,54465,2012-08-16,4,Solid choice
REV-0000382,2116,2388,20414,2012-08-14,4,Good overall
REV-0000383,2119,2235,72949,2012-08-02,4,Solid choice
REV-0000384,2127,671,46040,2012-08-02,4,Works well
REV-0000385,2141,618,34176,2012-08-02,5,Highly recommend
REV-0000386,2142,826,78448,2012-08-08,2,Below expectations
REV-0000387,2143,2396,36917,2012-08-13,5,Great quality
REV-0000388,2147,2235,30754,2012-08-03,1,Not as described
REV-0000389,2154,1432,32755,2012-08-08,2,Some issues
REV-0000391,2157,2071,112058,2012-07-28,1,Very disappointed
REV-0000392,2172,1041,117476,2012-08-10,5,Highly recommend
REV-0000393,2184,647,119259,2012-08-21,3,"Decent, nothing special"
REV-0000394,2185,726,119016,2012-08-06,5,Great quality
REV-0000395,2186,1114,119433,2012-07-26,4,Solid choice
REV-0000396,2205,475,124742,2012-07-20,5,Great quality
REV-0000397,2209,1182,128397,2012-07-23,5,Highly recommend
REV-0000398,2214,1005,131051,2012-07-23,4,Works well
REV-0000400,2224,767,107804,2012-08-07,4,Solid choice
REV-0000401,2227,725,107936,2012-08-03,4,Solid choice
REV-0000402,2231,550,109014,2012-07-22,4,Works well
REV-0000405,2258,647,142075,2012-07-25,4,Works well
REV-0000406,2259,702,142134,2012-07-31,4,Good overall
REV-0000407,2267,739,133824,2012-08-13,2,Some issues
REV-0000408,2268,1053,134506,2012-08-10,5,Excellent product!
REV-0000411,2312,954,22969,2012-08-01,3,Mixed feelings
REV-0000412,2314,964,74468,2012-08-08,4,Works well
REV-0000413,2316,976,74983,2012-08-12,3,Mixed feelings
REV-0000414,2318,826,99485,2012-07-26,5,Great quality
REV-0000415,2324,559,24142,2012-07-24,5,Great quality
REV-0000417,2335,400,103219,2012-07-24,3,"Decent, nothing special"
REV-0000418,2336,1859,105261,2012-07-24,4,Solid choice
REV-0000419,2341,826,104280,2012-08-09,1,Very disappointed
REV-0000420,2349,1870,121534,2012-08-23,4,Works well
REV-0000421,2362,1903,128435,2012-07-26,4,Works well
REV-0000422,2364,512,131565,2012-08-15,5,Excellent product!
REV-0000423,2365,31,131323,2012-08-05,4,Solid choice
REV-0000424,2369,631,127133,2012-08-10,4,Solid choice
REV-0000425,2373,992,145176,2012-08-01,3,Mixed feelings
REV-0000428,2390,396,136144,2012-08-12,1,Very disappointed
REV-0000431,2409,1114,58766,2012-08-21,4,Happy with purchase
REV-0000432,2411,604,59860,2012-07-23,3,"Decent, nothing special"
REV-0000433,2425,1201,42680,2012-08-04,4,Happy with purchase
REV-0000434,2432,2054,12502,2012-08-13,5,Excellent product!
REV-0000435,2433,1173,13748,2012-08-13,3,Average product
REV-0000436,2441,1926,2820,2012-08-16,5,Highly recommend
REV-0000437,2443,952,8595,2012-08-09,5,Very satisfied
REV-0000440,2456,1974,8061,2012-08-03,1,Very disappointed
REV-0000441,2460,1000,64508,2012-08-13,4,Works well
REV-0000442,2465,2380,43952,2012-07-28,1,Not as described
REV-0000443,2466,2251,43949,2012-08-07,4,Happy with purchase
REV-0000444,2477,2373,66655,2012-07-27,5,Excellent product!
REV-0000445,2487,2280,38212,2012-08-12,4,Solid choice
REV-0000446,2488,1432,38431,2012-08-02,3,"Decent, nothing special"
REV-0000447,2495,702,62092,2012-08-06,3,Average product
REV-0000448,2500,2045,53959,2012-08-13,3,Average product
REV-0000449,2510,2253,19105,2012-08-18,5,Very satisfied
REV-0000451,2517,1479,71723,2012-08-08,3,Mixed feelings
REV-0000452,2517,1480,71723,2012-07-26,4,Works well
REV-0000453,2526,757,74367,2012-08-18,5,Excellent product!
REV-0000454,2526,758,74367,2012-08-02,5,Highly recommend
REV-0000456,2539,726,28496,2012-08-12,2,Some issues
REV-0000457,2551,2400,34733,2012-08-17,5,Great quality
REV-0000458,2555,1006,35018,2012-08-04,4,Happy with purchase
REV-0000459,2563,600,78260,2012-08-26,5,Highly recommend
REV-0000463,2572,2380,31886,2012-08-02,5,Highly recommend
REV-0000464,2574,2332,33774,2012-07-28,2,Would not reorder
REV-0000465,2581,2396,115627,2012-08-14,5,Excellent product!
REV-0000467,2587,2400,106052,2012-08-19,4,Works well
REV-0000468,2612,2332,118102,2012-07-30,4,Good overall
REV-0000469,2614,606,119468,2012-08-11,4,Good overall
REV-0000470,2618,1114,121343,2012-07-27,2,Would not reorder
REV-0000471,2626,2071,109853,2012-08-11,5,Highly recommend
REV-0000472,2632,1934,100350,2012-08-07,4,Good overall
REV-0000473,2638,1046,102139,2012-07-28,4,Works well
REV-0000475,2647,1186,125038,2012-08-21,5,Highly recommend
REV-0000476,2648,647,125086,2012-08-21,2,Some issues
REV-0000477,2650,2253,125293,2012-08-11,4,Solid choice
REV-0000478,2654,2384,128845,2012-07-29,5,Very satisfied
REV-0000479,2655,2055,107052,2012-07-28,5,Excellent product!
REV-0000481,2663,1431,108553,2012-08-16,5,Excellent product!
REV-0000482,2673,671,153887,2012-08-21,2,Would not reorder
REV-0000485,2702,729,141433,2012-08-02,5,Very satisfied
REV-0000488,2731,2400,150903,2012-07-24,5,Highly recommend
REV-0000489,2732,2083,148515,2012-08-06,5,Very satisfied
REV-0000490,2734,681,149206,2012-08-18,2,Below expectations
REV-0000491,2740,1213,147750,2012-08-16,3,Average product
REV-0000492,2747,1003,58627,2012-08-03,5,Great quality
REV-0000493,2748,785,58970,2012-07-24,4,Happy with purchase
REV-0000494,2750,1186,59138,2012-08-11,3,Mixed feelings
REV-0000495,2751,512,59262,2012-08-23,2,Would not reorder
REV-0000496,2753,768,59363,2012-08-18,4,Good overall
REV-0000497,2755,739,59832,2012-07-23,5,Highly recommend
REV-0000498,2758,1215,57946,2012-08-20,5,Very satisfied
REV-0000499,2759,2047,56443,2012-08-24,2,Would not reorder
REV-0000500,2760,2384,56487,2012-08-23,3,Mixed feelings
REV-0000501,2761,1818,56891,2012-08-19,5,Excellent product!
REV-0000503,2775,1926,43234,2012-08-02,5,Great quality
REV-0000506,2787,915,11423,2012-08-21,5,Great quality
REV-0000508,2796,2234,11936,2012-08-16,1,Very disappointed
REV-0000509,2798,2331,12084,2012-08-18,4,Works well
REV-0000512,2812,910,6274,2012-07-31,5,Very satisfied
REV-0000513,2818,910,3435,2012-08-17,4,Good overall
REV-0000518,2863,681,20855,2012-08-23,3,Average product
REV-0000519,2866,1766,21899,2012-07-23,4,Solid choice
REV-0000520,2909,768,26076,2012-08-06,2,Below expectations
REV-0000521,2910,767,26077,2012-07-26,5,Excellent product!
REV-0000522,2911,989,26423,2012-08-05,5,Highly recommend
REV-0000523,2912,1000,27983,2012-08-05,4,Happy with purchase
REV-0000526,2942,574,115342,2012-08-14,4,Good overall
REV-0000527,2946,2400,115662,2012-07-27,4,Solid choice
REV-0000528,2956,2071,103302,2012-07-31,5,Very satisfied
REV-0000530,2969,467,118409,2012-08-03,5,Highly recommend
REV-0000531,2973,819,119134,2012-07-23,5,Very satisfied
REV-0000532,2974,729,119144,2012-08-03,4,Works well
REV-0000535,2983,631,83060,2012-08-14,5,Great quality
REV-0000536,2989,979,81915,2012-08-09,5,Great quality
REV-0000537,2990,702,82755,2012-07-30,5,Excellent product!
REV-0000538,3001,976,79921,2012-07-30,3,"Decent, nothing special"
REV-0000539,3003,1046,92502,2012-07-31,2,Below expectations
REV-0000540,3004,967,92537,2012-08-14,2,Below expectations
REV-0000541,3011,676,125116,2012-08-16,5,Very satisfied
REV-0000545,3040,1927,142741,2012-08-03,5,Highly recommend
REV-0000546,3041,1916,143050,2012-08-18,5,Excellent product!
REV-0000547,3044,2064,152063,2012-07-27,5,Very satisfied
REV-0000548,3045,604,152092,2012-07-26,5,Highly recommend
REV-0000549,3048,767,142541,2012-07-27,4,Works well
REV-0000550,3048,768,142541,2012-08-21,5,Great quality
REV-0000551,3052,725,140106,2012-08-16,5,Great quality
REV-0000552,3056,396,138487,2012-08-18,4,Happy with purchase
REV-0000553,3059,467,139132,2012-08-19,5,Highly recommend
REV-0000554,3060,635,139137,2012-08-01,3,Mixed feelings
REV-0000555,3066,93,141524,2012-08-17,5,Excellent product!
REV-0000559,3080,2400,133282,2012-08-24,5,Very satisfied
REV-0000560,3081,906,133305,2012-08-10,4,Good overall
REV-0000561,3082,2396,133312,2012-08-07,4,Happy with purchase
REV-0000563,3093,103,134330,2012-08-17,5,Highly recommend
REV-0000564,3103,989,135667,2012-07-29,2,Some issues
REV-0000566,3116,976,152842,2012-07-31,4,Happy with purchase
REV-0000567,3141,940,17084,2012-08-18,4,Good overall
REV-0000568,3144,396,1563,2012-08-01,5,Excellent product!
REV-0000569,3147,1001,1915,2012-08-09,5,Excellent product!
REV-0000570,3153,631,8583,2012-08-08,5,Very satisfied
REV-0000571,3160,769,6110,2012-08-15,3,Average product
REV-0000573,3168,826,4520,2012-07-28,3,Mixed feelings
REV-0000574,3171,976,65289,2012-08-16,3,Mixed feelings
REV-0000576,3190,2055,49328,2012-08-22,5,Highly recommend
REV-0000577,3195,2332,50545,2012-08-04,4,Works well
REV-0000578,3197,981,60550,2012-08-19,3,"Decent, nothing special"
REV-0000580,3209,733,61526,2012-08-09,2,Below expectations
REV-0000581,3212,725,61812,2012-08-06,4,Good overall
REV-0000582,3213,726,61811,2012-08-07,5,Very satisfied
REV-0000583,3226,976,19092,2012-07-31,1,Very disappointed
REV-0000584,3229,622,70833,2012-08-21,5,Great quality
REV-0000585,3230,2054,71913,2012-08-18,5,Excellent product!
REV-0000589,3257,1348,23677,2012-08-15,3,"Decent, nothing special"
REV-0000590,3262,1109,28273,2012-07-30,4,Solid choice
REV-0000591,3270,2407,26491,2012-08-10,1,Poor quality
REV-0000595,3283,2400,33943,2012-08-17,5,Great quality
REV-0000596,3287,2199,31183,2012-08-06,4,Good overall
REV-0000597,3293,2235,32821,2012-08-06,2,Some issues
REV-0000598,3299,1182,113665,2012-08-15,2,Some issues
REV-0000599,3310,754,102903,2012-07-25,4,Happy with purchase
REV-0000601,3316,910,103301,2012-08-04,2,Below expectations
REV-0000603,3318,396,103980,2012-08-16,5,Very satisfied
REV-0000606,3342,1916,119259,2012-08-06,5,Very satisfied
REV-0000607,3344,1065,119491,2012-08-20,5,Excellent product!
REV-0000608,3346,895,119735,2012-08-01,2,Below expectations
REV-0000609,3347,2045,47382,2012-08-10,2,Below expectations
