customer_id,customer_segment,cluster_id,recency,frequency,monetary,discount_rate,promo_order_rate,zip,city,signup_date,gender,age_group,acquisition_channel
22,Champions,4,125,8,161695.98,0.006007808657463066,0.125,15205,Bac Giang,2022-06-12,Male,35-44,organic_search
23,Champions,4,275,14,263652.98,0.011720380265757812,0.14285714285714285,15205,Bac Giang,2019-04-18,Female,45-54,organic_search
24,At Risk / Churn,0,554,7,144046.29,0.060304497887962834,0.2857142857142857,15205,Bac Giang,2016-12-08,Male,18-24,social_media
26,Loyal Customers,2,337,4,33277.07,0.015327388085714305,0.25,15206,Lao Cai,2019-04-04,Male,35-44,paid_search
27,Loyal Customers,2,172,3,69783.4,0.17118210657712987,0.6666666666666666,15206,Lao Cai,2015-10-25,Non-binary,18-24,social_media
30,Hibernating / Low Engagement,3,549,2,32212.89,0.13662275300164858,1.0,15206,Lao Cai,2021-09-18,Male,45-54,social_media
32,At Risk / Churn,0,737,10,268369.52999999997,0.032938036108730716,0.4,15207,Hai Phong,2022-09-05,Female,25-34,paid_search
33,Hibernating / Low Engagement,3,1735,2,41415.02,0.08902196662498364,0.5,15207,Hai Phong,2021-02-26,Male,25-34,organic_search
35,At Risk / Churn,0,489,5,110613.23999999999,0.08764233261766645,0.8,15207,Hai Phong,2019-09-11,Male,35-44,referral
36,Hibernating / Low Engagement,3,2969,1,36567.12,0.0,0.0,15208,Viet Tri,2021-04-16,Female,35-44,paid_search
38,Bargain Hunters,1,2153,1,18955.84,0.0,0.0,15208,Viet Tri,2021-10-31,Female,35-44,email_campaign
41,Hibernating / Low Engagement,3,1105,3,104769.06,0.09662578036039757,0.6666666666666666,15209,Ha Long,2022-06-29,Male,35-44,organic_search
42,Hibernating / Low Engagement,3,1370,3,195598.6,0.08440815504207774,0.6666666666666666,15209,Ha Long,2014-09-08,Male,45-54,paid_search
43,Champions,4,182,9,237345.07,0.09749424443375096,0.5555555555555556,15209,Ha Long,2017-12-21,Female,45-54,direct
44,Hibernating / Low Engagement,3,2741,3,172411.54,0.03763096678402429,0.3333333333333333,15209,Ha Long,2018-09-24,Male,25-34,organic_search
45,At Risk / Churn,0,581,9,220382.06,0.02978866117149525,0.4444444444444444,15209,Ha Long,2015-07-17,Non-binary,55+,social_media
46,Champions,4,274,10,337447.25,0.03753666132451664,0.2,15210,Hai Phong,2018-01-14,Female,35-44,social_media
47,Loyal Customers,2,51,6,132769.57,0.019435722832273482,0.3333333333333333,15210,Hai Phong,2015-12-25,Male,45-54,organic_search
48,Champions,4,202,9,137506.34,0.03813422592226958,0.2222222222222222,15210,Hai Phong,2018-08-06,Female,45-54,email_campaign
49,Hibernating / Low Engagement,3,605,3,40071.45,0.010521379817144448,0.3333333333333333,15210,Hai Phong,2021-12-19,Male,25-34,organic_search
50,Champions,4,308,10,294774.61,0.04394399546087264,0.4,15210,Hai Phong,2019-07-22,Male,18-24,direct
51,Bargain Hunters,1,3344,1,5340.63,0.0,0.0,15211,Cam Pha,2019-08-11,Female,25-34,paid_search
52,Hibernating / Low Engagement,3,2274,4,152390.96,0.04965492133027018,0.5,15211,Cam Pha,2017-09-23,Male,35-44,social_media
53,Hibernating / Low Engagement,3,2077,2,24502.43,0.0,0.0,15211,Cam Pha,2018-06-19,Female,35-44,direct
55,Bargain Hunters,1,3346,1,8873.75,0.0,0.0,15211,Cam Pha,2022-01-23,Male,45-54,paid_search
56,Loyal Customers,2,175,7,188712.06,0.08769442239833435,0.8571428571428571,15212,Son Tay,2021-10-03,Female,45-54,email_campaign
57,Loyal Customers,2,141,6,124581.08,0.021147447560774482,0.3333333333333333,15212,Son Tay,2017-03-06,Female,25-34,organic_search
58,Loyal Customers,2,78,5,267617.24,0.0022645569674524693,0.2,15212,Son Tay,2022-09-03,Male,25-34,social_media
59,At Risk / Churn,0,1339,4,142531.54,0.009219036274509191,0.25,15212,Son Tay,2017-01-22,Male,55+,social_media
60,At Risk / Churn,0,793,4,104471.86000000002,0.08791641282960186,0.25,15212,Son Tay,2019-09-14,Female,18-24,referral
63,Loyal Customers,2,441,3,89192.96,0.0,0.0,15213,Phu Ly,2021-05-01,Male,25-34,paid_search
64,Hibernating / Low Engagement,3,1800,2,44478.64,0.01616977075922032,0.5,15213,Phu Ly,2022-05-06,Male,18-24,organic_search
67,Hibernating / Low Engagement,3,835,1,144058.51,0.09999999375253842,1.0,15214,Phu Ly,2017-12-27,Male,18-24,social_media
68,Hibernating / Low Engagement,3,2469,3,45749.61,0.09079561328495069,0.6666666666666666,15214,Phu Ly,2014-04-01,Male,35-44,social_media
69,At Risk / Churn,0,1000,6,111749.57,0.04350482066866075,0.16666666666666666,15214,Phu Ly,2019-01-10,Male,18-24,email_campaign
70,Hibernating / Low Engagement,3,1979,3,43626.3,0.005697836873209455,0.3333333333333333,15214,Phu Ly,2018-06-22,Male,18-24,direct
71,Hibernating / Low Engagement,3,1524,3,30169.520000000004,0.0,0.0,15215,Phu Ly,2017-09-30,Male,35-44,direct
74,Hibernating / Low Engagement,3,655,3,91702.84,0.001633046947704611,0.3333333333333333,15215,Phu Ly,2019-01-06,Male,35-44,direct
75,Loyal Customers,2,188,5,76531.61,0.0961164769905481,0.6,15215,Phu Ly,2022-02-13,Female,35-44,paid_search
76,At Risk / Churn,0,779,10,235819.58000000002,0.01510111373710445,0.3,15216,Ninh Binh,2019-11-13,Female,35-44,paid_search
78,Hibernating / Low Engagement,3,3140,2,69482.46,0.0,0.0,15216,Ninh Binh,2020-06-20,Male,25-34,paid_search
79,At Risk / Churn,0,833,5,90524.94,0.0895032249862407,0.4,15216,Ninh Binh,2018-06-09,Female,45-54,email_campaign
80,At Risk / Churn,0,992,5,149480.2,0.04563911352327184,0.6,15216,Ninh Binh,2018-03-19,Male,25-34,paid_search
81,At Risk / Churn,0,2075,5,168036.86,0.0442259109031722,0.4,15217,Cam Pha,2021-05-14,Male,25-34,email_campaign
82,Hibernating / Low Engagement,3,1714,4,80174.97,0.0024883368541226206,0.25,15217,Cam Pha,2018-05-31,Male,35-44,organic_search
83,Loyal Customers,2,77,2,58962.020000000004,0.03542972947151997,0.5,15217,Cam Pha,2021-07-23,Male,25-34,direct
85,Champions,4,37,7,199806.15,0.05693497252310273,0.42857142857142855,15217,Cam Pha,2019-11-26,Male,35-44,paid_search
86,Bargain Hunters,1,3313,1,2840.0,0.2,1.0,15218,Hai Phong,2017-11-10,Female,18-24,paid_search
88,Hibernating / Low Engagement,3,1299,1,83340.8,0.0,0.0,15218,Hai Phong,2020-12-03,Female,25-34,paid_search
89,Hibernating / Low Engagement,3,1340,4,110042.15,0.07042601769636402,0.25,15218,Hai Phong,2015-10-11,Male,45-54,referral
90,Loyal Customers,2,278,5,91206.91,0.13912368486800755,0.8,15218,Hai Phong,2014-09-21,Female,45-54,paid_search
92,Hibernating / Low Engagement,3,2698,2,59627.02,0.0016742841012325745,0.5,15219,Ninh Binh,2021-11-26,Female,18-24,referral
94,Hibernating / Low Engagement,3,2013,3,64751.3,0.1422366891716279,1.0,15219,Ninh Binh,2020-02-15,Female,35-44,social_media
95,Hibernating / Low Engagement,3,1646,4,99969.97,0.07309866722544699,0.5,15219,Ninh Binh,2015-02-28,Male,35-44,organic_search
96,At Risk / Churn,0,1915,5,148188.26,0.012519670374009485,0.2,15220,Bac Giang,2019-09-22,Female,35-44,social_media
98,At Risk / Churn,0,2003,6,82427.54000000001,0.05899467767579475,0.5,15220,Bac Giang,2021-02-03,Male,18-24,organic_search
101,Loyal Customers,2,466,2,83646.24,0.06845239321606851,0.5,15221,Cam Pha,2013-05-08,Female,25-34,organic_search
102,At Risk / Churn,0,1461,9,117481.79999999999,0.06541590661939192,0.4444444444444444,15221,Cam Pha,2022-08-12,Male,35-44,email_campaign
103,At Risk / Churn,0,1019,6,66282.14,0.09788698963120719,0.5,15221,Cam Pha,2022-04-27,Male,18-24,organic_search
104,Hibernating / Low Engagement,3,1676,3,77671.62,0.0,0.0,15221,Cam Pha,2021-02-28,Non-binary,25-34,email_campaign
105,At Risk / Churn,0,557,4,104053.92,0.0028233267876413785,0.25,15221,Cam Pha,2018-06-18,Female,25-34,organic_search
106,Hibernating / Low Engagement,3,1301,1,29824.76,0.0,0.0,15222,Bac Ninh,2022-01-03,Male,35-44,email_campaign
107,Bargain Hunters,1,3083,1,9209.55,0.0,0.0,15222,Bac Ninh,2016-03-08,Female,35-44,organic_search
108,Hibernating / Low Engagement,3,3074,1,93252.72,0.0,0.0,15222,Bac Ninh,2020-03-30,Non-binary,45-54,organic_search
109,Hibernating / Low Engagement,3,2069,2,64266.02,0.03686631110290508,0.5,15222,Bac Ninh,2020-06-03,Non-binary,35-44,social_media
112,Bargain Hunters,1,2776,1,14961.03,0.0,0.0,15223,Ha Long,2018-06-03,Male,25-34,paid_search
113,Hibernating / Low Engagement,3,1344,4,45312.94,0.0,0.0,15223,Ha Long,2020-11-05,Male,35-44,direct
114,Hibernating / Low Engagement,3,2404,3,30782.01,0.0,0.0,15223,Ha Long,2017-04-16,Male,18-24,organic_search
118,Hibernating / Low Engagement,3,3804,1,32382.56,0.0,0.0,15224,Lao Cai,2021-12-29,Male,45-54,email_campaign
119,Hibernating / Low Engagement,3,2438,2,86488.24,0.0,0.0,15224,Lao Cai,2021-10-03,Female,35-44,organic_search
120,Bargain Hunters,1,2011,1,18954.08,0.17999993943256096,1.0,15224,Lao Cai,2016-11-22,Female,55+,direct
122,Hibernating / Low Engagement,3,3577,1,41167.84,0.0,0.0,15225,Phu Ly,2021-03-07,Female,45-54,organic_search
125,Bargain Hunters,1,783,1,7972.26,0.0,0.0,15225,Phu Ly,2012-04-24,Male,35-44,social_media
126,At Risk / Churn,0,682,9,166565.98,0.018225711802064056,0.3333333333333333,15226,Viet Tri,2019-02-14,Female,35-44,email_campaign
127,Loyal Customers,2,78,4,54580.630000000005,0.012430958719801054,0.25,15226,Viet Tri,2013-10-03,Male,35-44,organic_search
131,At Risk / Churn,0,883,16,453237.12,0.010732002073625763,0.125,15227,Bac Ninh,2018-12-08,Female,25-34,paid_search
132,At Risk / Churn,0,610,13,250861.1,0.05161804910454173,0.5384615384615384,15227,Bac Ninh,2015-01-07,Female,35-44,organic_search
135,Champions,4,72,9,302803.94,0.016608225224703555,0.4444444444444444,15227,Bac Ninh,2015-09-01,Male,25-34,paid_search
136,Bargain Hunters,1,1341,1,23423.96,0.0,0.0,15228,Ninh Binh,2020-09-18,Female,55+,paid_search
137,Hibernating / Low Engagement,3,1093,1,55192.4,0.0,0.0,15228,Ninh Binh,2015-04-19,Male,45-54,referral
138,Bargain Hunters,1,2743,1,8048.6,0.18000034639550014,1.0,15228,Ninh Binh,2022-11-25,Female,25-34,paid_search
139,Hibernating / Low Engagement,3,607,3,108135.95,0.0,0.0,15228,Ninh Binh,2022-12-09,Female,18-24,social_media
140,At Risk / Churn,0,1962,4,192291.38,0.0005197738069138024,0.25,15228,Ninh Binh,2016-06-26,Male,45-54,organic_search
141,At Risk / Churn,0,1721,6,204902.03,0.02513685177892683,0.5,15229,Cam Pha,2020-08-14,Female,35-44,social_media
142,Loyal Customers,2,305,5,184060.43,0.011258816716036462,0.2,15229,Cam Pha,2021-04-09,Male,35-44,social_media
143,Hibernating / Low Engagement,3,2101,2,38512.31,0.03451689631970189,0.5,15229,Cam Pha,2018-06-10,Female,35-44,social_media
145,At Risk / Churn,0,1355,5,87986.11,0.027551709259257623,0.4,15229,Cam Pha,2020-02-19,Female,18-24,organic_search
146,Loyal Customers,2,62,1,39624.08,0.0,0.0,15232,Nam Dinh,2017-10-04,Male,45-54,email_campaign
149,Hibernating / Low Engagement,3,964,1,31597.68,0.0,0.0,15232,Nam Dinh,2017-08-12,Male,25-34,social_media
152,Hibernating / Low Engagement,3,869,2,18707.43,0.0,0.0,15233,Hai Phong,2022-01-29,Female,18-24,paid_search
154,Bargain Hunters,1,647,1,14903.22,0.12000014171431811,1.0,15233,Hai Phong,2020-12-29,Female,25-34,paid_search
156,Hibernating / Low Engagement,3,593,4,38827.53,0.11658015821570147,0.5,15234,Cam Pha,2017-12-06,Female,25-34,social_media
157,Hibernating / Low Engagement,3,1697,2,61576.16,0.0,0.0,15234,Cam Pha,2019-04-10,Male,55+,organic_search
158,Hibernating / Low Engagement,3,1314,3,59526.869999999995,0.10358268036095306,0.6666666666666666,15234,Cam Pha,2021-08-03,Male,45-54,referral
159,Hibernating / Low Engagement,3,1913,3,55700.83,0.012062589247818367,0.6666666666666666,15234,Cam Pha,2018-01-01,Male,45-54,paid_search
160,Loyal Customers,2,45,5,153698.99,0.0,0.0,15234,Cam Pha,2017-11-14,Female,18-24,organic_search
161,At Risk / Churn,0,569,14,263506.92,0.036267184486642526,0.42857142857142855,15235,Lao Cai,2015-05-04,Female,35-44,paid_search
162,At Risk / Churn,0,893,13,368343.17,0.04839281584869861,0.38461538461538464,15235,Lao Cai,2021-12-06,Female,45-54,organic_search
163,Champions,4,241,17,398161.52,0.053386640439788385,0.5294117647058824,15235,Lao Cai,2017-12-26,Female,18-24,email_campaign
166,At Risk / Churn,0,675,13,324509.31,0.026987153810387396,0.38461538461538464,15236,Hanoi,2015-05-03,Male,55+,organic_search
167,Champions,4,144,20,502668.31,0.06660642584039915,0.35,15236,Hanoi,2018-02-07,Male,45-54,paid_search
168,At Risk / Churn,0,551,10,170878.75,0.044887433056951566,0.4,15236,Hanoi,2022-03-23,Female,18-24,paid_search
169,Champions,4,172,19,575059.1,0.06096801961281077,0.42105263157894735,15236,Hanoi,2017-10-16,Male,18-24,referral
170,Champions,4,178,17,260129.22999999998,0.08507295608973803,0.47058823529411764,15236,Hanoi,2016-07-21,Male,35-44,paid_search
172,Champions,4,69,20,580887.97,0.02910020277835191,0.35,15237,Lao Cai,2021-06-12,Female,55+,social_media
173,Champions,4,183,20,361431.16,0.06085083943706005,0.5,15237,Lao Cai,2020-08-06,Female,18-24,paid_search
176,Loyal Customers,2,244,7,145001.7,0.035866541024927014,0.42857142857142855,15238,Ninh Binh,2017-06-17,Female,35-44,direct
177,Hibernating / Low Engagement,3,2217,2,21131.66,0.18598117772683553,1.0,15238,Ninh Binh,2015-11-25,Female,25-34,organic_search
178,Hibernating / Low Engagement,3,2440,3,25207.26,0.11765793049567042,0.6666666666666666,15238,Ninh Binh,2020-03-17,Male,25-34,organic_search
179,Loyal Customers,2,184,6,108804.16,0.09956762692011104,0.6666666666666666,15238,Ninh Binh,2020-02-20,Female,35-44,social_media
180,Champions,4,150,10,265730.04000000004,0.03574618584930797,0.7,15238,Ninh Binh,2020-07-18,Male,45-54,email_campaign
181,Champions,4,232,12,374085.98,0.04389164435280182,0.3333333333333333,15239,Nam Dinh,2022-09-03,Male,45-54,social_media
182,At Risk / Churn,0,1342,8,174961.43,0.04014778399441956,0.5,15239,Nam Dinh,2022-04-04,Male,35-44,paid_search
184,At Risk / Churn,0,963,10,392145.35,0.031014213854474226,0.4,15239,Nam Dinh,2015-12-06,Female,35-44,paid_search
185,Champions,4,63,16,359827.65,0.06303737597298421,0.5,15239,Nam Dinh,2019-12-08,Female,35-44,organic_search
191,At Risk / Churn,0,528,6,130761.42000000001,0.011818674474494036,0.3333333333333333,15241,Ha Long,2020-02-14,Male,35-44,direct
192,Loyal Customers,2,114,7,176694.75999999998,0.048532782733206443,0.5714285714285714,15241,Ha Long,2018-08-08,Female,18-24,organic_search
193,Hibernating / Low Engagement,3,934,4,36122.36,0.08076218464021394,0.25,15241,Ha Long,2018-04-03,Male,55+,social_media
195,At Risk / Churn,0,1370,5,181648.66,0.029996685997812095,0.4,15241,Ha Long,2020-04-28,Female,25-34,email_campaign
197,Loyal Customers,2,58,3,79469.54,0.03557401760442578,0.3333333333333333,15243,Viet Tri,2021-04-10,Male,45-54,social_media
198,Hibernating / Low Engagement,3,2135,3,34836.240000000005,0.005708375099611145,0.3333333333333333,15243,Viet Tri,2014-10-27,Female,45-54,paid_search
217,Bargain Hunters,1,3131,1,20344.92,0.0,0.0,15295,Viet Tri,2021-04-27,Male,25-34,organic_search
222,Hibernating / Low Engagement,3,3177,2,98736.88,0.04103181011791,0.5,15937,Bac Giang,2021-07-07,Male,35-44,organic_search
223,Hibernating / Low Engagement,3,859,3,40451.34,0.049645396735822155,0.3333333333333333,15937,Bac Giang,2021-03-16,Male,45-54,organic_search
224,Bargain Hunters,1,2669,1,7480.31,0.10000048126321973,1.0,15937,Bac Giang,2022-10-23,Female,25-34,social_media
225,Hibernating / Low Engagement,3,1111,2,28666.07,0.18498535501923946,1.0,15937,Bac Giang,2014-12-31,Female,35-44,paid_search
226,Hibernating / Low Engagement,3,2491,2,36858.75,0.0,0.0,15938,Thai Nguyen,2021-07-22,Male,18-24,paid_search
227,Bargain Hunters,1,2683,1,5084.6,0.0,0.0,15938,Thai Nguyen,2020-11-12,Female,55+,referral
229,Loyal Customers,2,243,6,250618.19,0.013262117499982969,0.3333333333333333,15938,Thai Nguyen,2016-12-19,Male,55+,social_media
231,Hibernating / Low Engagement,3,2039,3,41385.71,0.0,0.0,15940,Nam Dinh,2015-07-19,Male,45-54,social_media
232,Loyal Customers,2,464,4,118624.57999999999,0.11350428643213228,0.75,15940,Nam Dinh,2017-05-24,Male,55+,organic_search
235,Loyal Customers,2,265,2,38010.43,0.08249487122607568,0.5,15940,Nam Dinh,2018-01-25,Male,55+,email_campaign
236,At Risk / Churn,0,1241,7,149094.13,0.012826477791064942,0.2857142857142857,15942,Cam Pha,2016-05-02,Female,18-24,direct
238,Loyal Customers,2,246,3,51285.83,0.008478977039849666,0.3333333333333333,15942,Cam Pha,2018-03-17,Male,45-54,organic_search
240,Hibernating / Low Engagement,3,1831,3,87108.09,0.1686026118724547,0.6666666666666666,15942,Cam Pha,2021-11-02,Male,18-24,paid_search
241,Loyal Customers,2,193,3,51694.14,0.024275640724367768,0.3333333333333333,15943,Viet Tri,2020-02-05,Male,35-44,organic_search
242,Hibernating / Low Engagement,3,825,4,57000.020000000004,0.046759283725143,0.5,15943,Viet Tri,2021-07-20,Male,45-54,organic_search
243,At Risk / Churn,0,2058,6,98187.83,0.004407916850659408,0.16666666666666666,15943,Viet Tri,2021-01-15,Female,45-54,social_media
245,At Risk / Churn,0,616,5,143351.99,0.01240099862199644,0.6,15943,Viet Tri,2017-08-27,Male,25-34,email_campaign
246,Loyal Customers,2,241,5,44476.0,0.014262563076912167,0.2,15944,Son Tay,2022-07-31,Male,35-44,direct
247,Hibernating / Low Engagement,3,693,3,95672.29000000001,0.0,0.0,15944,Son Tay,2018-02-10,Female,35-44,organic_search
248,At Risk / Churn,0,1672,4,154648.91,0.04948262971810891,0.5,15944,Son Tay,2019-11-13,Female,35-44,organic_search
249,Hibernating / Low Engagement,3,1480,3,86897.03,0.034837021274185295,0.3333333333333333,15944,Son Tay,2022-03-31,Male,55+,social_media
250,Hibernating / Low Engagement,3,2040,2,42108.22,0.0,0.0,15944,Son Tay,2018-11-07,Female,45-54,social_media
251,Bargain Hunters,1,2436,1,2372.94,0.0,0.0,15945,Bac Giang,2019-01-13,Female,25-34,paid_search
252,Bargain Hunters,1,986,1,3198.73,0.0,0.0,15945,Bac Giang,2022-11-02,Male,45-54,social_media
257,At Risk / Churn,0,903,8,141243.16,0.016786375096933894,0.375,15946,Ha Long,2015-05-24,Female,35-44,email_campaign
258,Loyal Customers,2,254,4,48004.93,0.0,0.0,15946,Ha Long,2017-10-11,Female,35-44,organic_search
259,At Risk / Churn,0,627,7,113342.63,0.06687780392226599,0.5714285714285714,15946,Ha Long,2018-06-11,Male,25-34,paid_search
267,Hibernating / Low Engagement,3,899,2,44034.22,0.1799998733711904,1.0,15949,Uong Bi,2021-10-11,Female,25-34,organic_search
276,Hibernating / Low Engagement,3,741,2,117864.09999999999,0.05175441856932693,0.5,15952,Hai Phong,2016-04-03,Male,35-44,social_media
277,Hibernating / Low Engagement,3,1698,3,53281.39,0.07852307428366465,0.3333333333333333,15952,Hai Phong,2016-02-05,Male,25-34,paid_search
278,Hibernating / Low Engagement,3,2795,2,29860.89,0.0,0.0,15952,Hai Phong,2021-04-19,Male,18-24,paid_search
279,Loyal Customers,2,70,4,38496.94,0.06746630318377776,0.5,15952,Hai Phong,2018-07-12,Female,18-24,organic_search
280,Hibernating / Low Engagement,3,1972,2,26163.32,0.009464921486583285,0.5,15952,Hai Phong,2021-09-21,Male,55+,social_media
281,At Risk / Churn,0,587,5,162473.91,0.0012958193000547316,0.2,15954,Phu Ly,2022-08-03,Female,25-34,social_media
282,Loyal Customers,2,151,5,79348.75,0.10628031838321929,0.4,15954,Phu Ly,2017-08-24,Male,35-44,referral
283,Bargain Hunters,1,2040,2,15480.98,0.07567299046236113,0.5,15954,Phu Ly,2021-12-15,Female,45-54,email_campaign
284,Loyal Customers,2,367,3,94371.88,0.16077435942401297,0.6666666666666666,15954,Phu Ly,2018-06-05,Male,55+,organic_search
285,Hibernating / Low Engagement,3,966,3,61886.58,0.006608848074506046,0.3333333333333333,15954,Phu Ly,2020-09-27,Female,25-34,organic_search
288,Loyal Customers,2,224,3,115645.86,0.04430635354493223,0.3333333333333333,15955,Ninh Binh,2015-10-22,Female,25-34,email_campaign
289,Hibernating / Low Engagement,3,2774,2,66013.61,0.0,0.0,15955,Ninh Binh,2020-02-20,Female,45-54,social_media
290,At Risk / Churn,0,794,4,134957.62,0.004094971579751955,0.25,15955,Ninh Binh,2018-07-31,Male,35-44,organic_search
291,Loyal Customers,2,195,3,62632.909999999996,0.014386952933852592,0.3333333333333333,15956,Bac Giang,2012-10-03,Male,45-54,paid_search
292,Hibernating / Low Engagement,3,1389,2,45679.270000000004,0.029357723306007725,0.5,15956,Bac Giang,2022-12-23,Female,45-54,referral
293,Hibernating / Low Engagement,3,1921,3,64967.780000000006,0.08298331796921503,0.6666666666666666,15956,Bac Giang,2021-12-23,Female,25-34,paid_search
294,Loyal Customers,2,202,5,263541.02,0.047264072512055305,0.6,15956,Bac Giang,2018-05-27,Female,25-34,social_media
295,Bargain Hunters,1,3803,1,17034.46,0.0,0.0,15956,Bac Giang,2022-10-05,Female,35-44,paid_search
296,Hibernating / Low Engagement,3,2089,1,30083.78,0.11999990639473165,1.0,15957,Ninh Binh,2021-04-14,Male,25-34,organic_search
297,Hibernating / Low Engagement,3,2390,3,109483.87,0.08316830024925585,0.6666666666666666,15957,Ninh Binh,2020-03-06,Female,25-34,organic_search
302,Loyal Customers,2,309,1,94165.2,0.0,0.0,15958,Ninh Binh,2021-03-27,Male,35-44,organic_search
304,Hibernating / Low Engagement,3,946,2,48162.509999999995,0.11945804882365288,0.5,15958,Ninh Binh,2021-07-17,Non-binary,25-34,organic_search
305,Hibernating / Low Engagement,3,1754,2,98111.01000000001,0.03426365010130726,0.5,15958,Ninh Binh,2016-10-25,Male,25-34,organic_search
306,Hibernating / Low Engagement,3,679,2,30058.489999999998,0.12202199787124914,1.0,15959,Bac Ninh,2016-06-20,Male,45-54,paid_search
314,Bargain Hunters,1,1539,1,5439.58,0.0,0.0,15960,Lao Cai,2016-01-07,Male,25-34,organic_search
317,Loyal Customers,2,146,1,50044.2,0.0,0.0,15961,Thai Nguyen,2019-12-21,Female,18-24,paid_search
325,Champions,4,487,19,481861.69,0.046373427425108436,0.47368421052631576,15963,Viet Tri,2013-12-23,Male,45-54,organic_search
326,Champions,4,362,27,816058.23,0.029871535863173336,0.37037037037037035,16001,Uong Bi,2022-09-23,Female,55+,organic_search
327,Champions,4,214,23,637684.91,0.04091649042570012,0.391304347826087,16001,Uong Bi,2019-03-18,Male,55+,paid_search
332,At Risk / Churn,0,867,17,459951.63,0.03907199440564092,0.35294117647058826,16002,Hai Phong,2018-06-18,Male,45-54,email_campaign
334,At Risk / Churn,0,579,13,277964.84,0.07737960454939927,0.6153846153846154,16002,Hai Phong,2016-02-13,Male,45-54,paid_search
337,Bargain Hunters,1,3695,1,12534.96,0.0,0.0,16020,Ninh Binh,2017-11-25,Female,55+,organic_search
339,Hibernating / Low Engagement,3,1611,1,81653.04,0.0,0.0,16020,Ninh Binh,2020-06-25,Female,18-24,organic_search
342,Bargain Hunters,1,2059,1,11110.19,0.0,0.0,16022,Phu Ly,2017-12-20,Non-binary,35-44,referral
348,Hibernating / Low Engagement,3,2465,2,37745.83,0.15673239816725976,1.0,16023,Viet Tri,2018-08-11,Male,25-34,organic_search
349,Loyal Customers,2,365,3,12976.5,0.06030105994477599,0.3333333333333333,16023,Viet Tri,2022-01-05,Male,18-24,email_campaign
350,At Risk / Churn,0,797,4,143708.56,0.01709597133893991,0.25,16023,Viet Tri,2019-11-27,Female,18-24,direct
352,At Risk / Churn,0,1705,6,191383.59999999998,0.0,0.0,16025,Viet Tri,2021-02-26,Female,45-54,email_campaign
354,Bargain Hunters,1,3130,2,5653.07,0.0,0.0,16025,Viet Tri,2016-04-02,Male,25-34,organic_search
361,Loyal Customers,2,34,1,8022.72,0.2,1.0,16028,Phu Ly,2022-09-02,Male,35-44,organic_search
362,Bargain Hunters,1,2388,1,16887.28,0.0,0.0,16028,Phu Ly,2019-01-02,Female,45-54,email_campaign
363,Bargain Hunters,1,2762,1,22367.56,0.0,0.0,16028,Phu Ly,2021-09-25,Female,35-44,organic_search
366,Bargain Hunters,1,3533,1,26029.82,0.0,0.0,16029,Cam Pha,2021-06-29,Male,45-54,paid_search
